cbsa_code,metro_name,state_code,total_count,pubHS_count,privHS_count,cc_count,other_count
16740,"Charlotte, Concord, Gastonia","NC, SC",152,92,22,2,36
35620,"New York, Newark, Jersey City","NY, NJ, PA",129,77,22,2,28
16980,"Chicago, Naperville, Elgin","IL, IN, WI",128,98,16,7,7
47900,"Washington, Arlington, Alexandria","DC, VA, MD, WV",112,64,25,0,23
17900,Columbia,SC,109,88,9,2,10
12060,"Atlanta, Sandy Springs, Roswell",GA,90,45,30,2,13
19100,"Dallas, Fort Worth, Arlington",TX,89,46,32,0,11
12580,"Baltimore, Columbia, Towson",MD,81,32,29,6,14
14460,"Boston, Cambridge, Newton","MA, NH",67,31,24,0,12
24860,"Greenville, Anderson, Mauldin",SC,63,39,8,4,12
31080,"Los Angeles, Long Beach, Anaheim",CA,62,30,16,0,16
16700,"Charleston, North Charleston",SC,56,40,7,1,8
17140,Cincinnati,"OH, KY, IN",46,18,18,0,10
33100,"Miami, Fort Lauderdale, West Palm Beach",FL,43,25,13,0,5
19740,"Denver, Aurora, Lakewood",CO,41,31,4,0,6
26420,"Houston, The Woodlands, Sugar Land",TX,37,18,13,0,6
39580,Raleigh,NC,34,15,8,0,11
22500,Florence,SC,33,23,3,3,4
18140,Columbus,OH,33,20,5,0,8
47260,"Virginia Beach, Norfolk, Newport News","VA, NC",33,16,11,0,6
34820,"Myrtle Beach, Conway, North Myrtle Beach","SC, NC",31,23,1,1,6
40060,Richmond,VA,29,12,8,0,9
12260,"Augusta, Richmond County","GA, SC",25,18,4,0,3
27260,Jacksonville,FL,25,12,7,0,6
14860,"Bridgeport, Stamford, Norwalk",CT,24,16,2,0,6
37980,"Philadelphia, Camden, Wilmington","PA, NJ, DE, MD",23,16,3,0,4
34980,"Nashville-Davidson, Murfreesboro, Franklin",TN,21,8,9,0,4
41180,St. Louis,"MO, IL",21,5,12,1,3
36740,"Orlando, Kissimmee, Sanford",FL,20,9,7,0,4
45300,"Tampa, St. Petersburg, Clearwater",FL,19,9,6,0,4
17460,"Cleveland, Elyria",OH,18,5,7,2,4
24660,"Greensboro, High Point",NC,17,8,3,0,6
38300,Pittsburgh,PA,17,11,3,0,3
14500,Boulder,CO,16,12,1,0,3
12420,"Austin, Round Rock",TX,15,10,4,0,1
17820,Colorado Springs,CO,14,11,1,0,2
44940,Sumter,SC,13,10,2,0,1
25540,"Hartford, West Hartford, East Hartford",CT,13,5,3,0,5
16860,Chattanooga,"TN, GA",13,6,4,0,3
41860,"San Francisco, Oakland, Hayward",CA,11,8,0,0,3
41700,"San Antonio, New Braunfels",TX,11,4,3,0,4
26900,"Indianapolis, Carmel, Anderson",IN,11,7,1,0,3
36700,Orangeburg,SC,11,7,2,1,1
30460,"Lexington, Fayette",KY,11,2,4,0,5
43900,Spartanburg,SC,10,6,1,2,1
11700,Asheville,NC,9,3,4,0,2
19380,Dayton,OH,8,4,2,0,2
28940,Knoxville,TN,8,2,3,0,3
25940,"Hilton Head Island, Bluffton, Beaufort",SC,8,6,1,0,1
31140,Louisville/Jefferson County,"KY, IN",8,2,3,0,3
24940,Greenwood,SC,8,5,0,1,2
35300,"New Haven, Milford",CT,7,2,4,0,1
41940,"San Jose, Sunnyvale, Santa Clara",CA,7,2,2,0,3
48900,Wilmington,NC,7,2,2,0,3
41740,"San Diego, Carlsbad",CA,7,2,1,0,4
20500,"Durham, Chapel Hill",NC,7,3,1,0,3
39300,"Providence, Warwick","RI, MA",7,0,3,0,4
36980,Owensboro,KY,6,3,1,0,2
24780,Greenville,NC,6,3,1,0,2
45780,Toledo,OH,6,1,2,1,2
16820,Charlottesville,VA,5,3,1,0,1
35840,"North Port, Sarasota, Bradenton",FL,5,2,2,1,0
19820,"Detroit, Warren, Dearborn",MI,5,2,0,0,3
32820,Memphis,"TN, MS, AR",5,0,2,0,3
22660,Fort Collins,CO,4,2,0,0,2
49180,Winston-Salem,NC,4,0,2,0,2
41540,Salisbury,"MD, DE",4,1,3,0,0
37340,"Palm Bay, Melbourne, Titusville",FL,4,1,2,0,1
29460,"Lakeland, Winter Haven",FL,4,2,1,0,1
40420,Rockford,IL,3,1,1,1,0
23860,Georgetown,SC,3,3,0,0,0
23500,Gaffney,SC,3,3,0,0,0
33460,"Minneapolis, St. Paul, Bloomington","MN, WI",3,1,0,0,2
28620,Kill Devil Hills,NC,3,3,0,0,0
25860,"Hickory, Lenoir, Morganton",NC,3,3,0,0,0
42680,"Sebastian, Vero Beach",FL,3,2,1,0,0
27180,Jackson,TN,3,1,2,0,0
31700,"Manchester, Nashua",NH,3,0,1,0,2
33340,"Milwaukee, Waukesha, West Allis",WI,3,1,1,0,1
38860,"Portland, South Portland",ME,3,0,0,0,3
35980,"Norwich, New London",CT,3,1,2,0,0
37100,"Oxnard, Thousand Oaks, Ventura",CA,3,1,1,0,1
49340,Worcester,"MA, CT",3,1,2,0,0
15500,Burlington,NC,2,0,0,0,2
12540,Bakersfield,CA,2,1,1,0,0
13500,Bennettsville,SC,2,2,0,0,0
24540,Greeley,CO,2,2,0,0,0
40220,Roanoke,VA,2,1,0,0,1
31340,Lynchburg,VA,2,1,1,0,0
18180,Concord,NH,2,0,1,0,1
31420,Macon,GA,2,0,0,0,2
29060,Laconia,NH,2,0,2,0,0
10420,Akron,OH,2,0,0,0,2
39740,Reading,PA,2,2,0,0,0
12020,"Athens, Clarke County",GA,1,0,0,0,1
12100,"Atlantic City, Hammonton",NJ,1,0,0,0,1
13980,"Blacksburg, Christiansburg, Radford",VA,1,1,0,0,0
10900,"Allentown, Bethlehem, Easton","PA, NJ",1,0,1,0,0
17980,Columbus,"GA, AL",1,0,1,0,0
22180,Fayetteville,NC,1,0,0,0,1
20660,Easton,MD,1,0,0,0,1
21020,Elizabeth City,NC,1,0,0,0,1
35100,New Bern,NC,1,0,1,0,0
23580,Gainesville,GA,1,0,0,1,0
19220,Danville,KY,1,0,0,0,1
14010,Bloomington,IL,1,0,0,0,1
40260,Roanoke Rapids,NC,1,0,0,0,1
27600,Jefferson,GA,1,1,0,0,0
38240,"Pinehurst, Southern Pines",NC,1,0,1,0,0
37900,Peoria,IL,1,0,0,0,1
35140,Newberry,SC,1,1,0,0,0
40580,Rocky Mount,NC,1,0,1,0,0
40900,"Sacramento, Roseville, Arden-Arcade",CA,1,0,1,0,0
23540,Gainesville,FL,1,0,0,0,1
42340,Savannah,GA,1,0,0,0,1
15680,"California, Lexington Park",MD,1,0,0,0,1
19660,"Deltona, Daytona Beach, Ormond Beach",FL,1,1,0,0,0
15940,"Canton, Massillon",OH,1,0,0,0,1
38940,Port St. Lucie,FL,1,0,1,0,0
27740,Johnson City,TN,1,0,0,0,1
44140,Springfield,MA,1,0,1,0,0
48980,Wilson,NC,1,0,0,0,1
